1,7
2,5
3,11
4,8
5,5
6,8
7,11
8,9
9,4
10,8
11,7
12,7
13,5
14,5
15,8
16,4
17,7
18,7
19,7
20,8
21,7
22,4
23,8
24,10
25,6
26,7
27,5
28,5
29,4
30,6
31,6
32,8
33,5
34,4
35,5
36,6
37,3
38,4
39,8
40,3
41,4
42,4
43,3
44,5
45,5
46,5
47,7
48,1
49,4
50,9
51,6
52,7
53,7
54,8
55,8
56,7
57,9
58,9
59,7
60,6
61,8
62,9
63,8
64,7
65,6
66,11
67,8
68,8
69,5
70,4
71,8
72,8
73,7
74,6
75,8
76,6
77,6
78,5
79,3
80,5
81,4
82,3
83,7
84,4
85,7
86,7
87,8
88,6
89,9
90,5
91,7
92,5
93,3
94,7
95,4
96,8
97,8
98,6
99,7
100,6
101,7
102,7
103,8
104,8
105,5
106,3
107,3
108,4
109,4
110,4
111,6
112,8
113,5
114,5
115,4
116,5
117,7
118,7
119,6
120,7
121,6
122,7
123,5
124,8
125,5
126,5
127,7
128,8
129,10
130,9
131,8
132,9
133,8
134,7
135,9
136,5
137,8
138,9
139,4
140,7
141,9
142,8
143,6
144,6
145,7
146,5
147,4
148,5
149,6
150,8
151,11
152,11
153,8
154,7
155,6
156,8
157,6
158,10
159,6
160,8
161,6
162,8
163,9
164,16
165,10
166,7
167,6
168,6
169,6
170,4
171,4
172,7
173,8
174,9
175,8
176,11
177,8
178,8
179,9
180,8
181,7
182,5
183,7
184,9
185,8
186,6
187,6
188,7
189,7
190,6
191,5
192,5
193,4
194,7
195,7
196,7
197,7
198,4
199,7
200,7
201,7
202,6
203,7
204,5
205,6
206,5
207,7
208,6
209,8
210,6
211,5
212,8
213,9
214,11
215,8
216,9
217,8
218,10
219,9
220,9
221,8
222,7
223,7
224,9
225,9
226,8
227,8
228,9
229,9
230,10
231,7
232,9
233,11
234,9
235,10
236,10
237,8
238,8
239,7
240,6
241,9
242,11
243,6
244,9
245,8
246,9
247,8
248,8
249,5
250,8
251,5
252,10
253,6
254,8
255,6
256,5
257,8
258,6
259,9
260,9
261,10
262,15
263,16
264,20
265,19
266,20
267,15
268,8
269,12
270,8
271,8
272,12
273,10
274,8
275,7
276,8
277,6
278,9
279,8
280,8
281,10
282,7
283,10
284,10
285,11
286,11
287,9
288,8
289,9
290,11
291,10
292,8
293,11
294,11
295,5
296,7
297,7
298,11
299,8
300,8
301,13
302,9
303,14
304,13
305,11
306,14
307,13
308,13
309,13
310,12
311,19
312,15
313,25
314,14
315,13
316,12
317,11
318,11
319,15
320,12
321,10
322,10
323,14
324,11
325,9
326,13
327,15
328,9
329,9
330,11
331,11
332,5
333,10
334,8
335,7
336,8
337,8
338,9
339,9
340,8
341,6
342,17
343,10
344,15
345,17
346,15
347,15
348,15
349,14
350,10
351,10
352,7
353,4
354,5
355,7
356,10
357,5
358,3
359,5
360,9
361,9
362,12
363,11
364,12
365,12
366,10
367,19
368,20
369,21
370,23
371,28
372,25
373,23
374,24
375,23
376,21
377,13
378,9
379,13
380,9
381,11
382,8
383,13
384,12
385,10
386,8
387,8
388,7
389,7
390,8
391,7
392,9
393,11
394,7
395,7
396,10
397,8
398,9
399,7
400,8
401,7
402,7
403,11
404,11
405,10
406,9
407,8
408,9
409,9
410,10
411,11
412,8
413,9
414,6
415,11
416,9
417,10
418,6
419,9
420,7
421,8
422,5
423,8
424,7
425,4
426,8
427,11
428,7
429,7
430,8
431,9
432,8
433,9
434,9
435,8
436,7
437,12
438,8
439,6
440,13
441,15
442,13
443,14
444,16
445,13
446,24
447,27
448,25
449,26
450,24
451,27
452,29
453,16
454,10
455,16
456,19
457,22
458,10
459,5
460,11
461,10
462,9
463,7
464,9
465,11
466,7
467,8
468,9
469,9
470,8
471,7
472,9
473,9
474,8
475,11
476,8
477,11
478,9
479,9
480,9
481,8
482,8
483,10
484,5
485,7
486,9
487,13
488,7
489,12
490,12
491,11
492,14
493,13
494,13
495,16
496,18
497,21
498,20
499,13
500,9
501,10
502,10
503,9
504,6
505,8
506,7
507,11
508,8
509,10
510,9
511,9
512,6
513,8
514,5
515,5
516,7
517,7
518,15
519,20
520,16
521,24
522,21
523,23
524,17
525,18
526,26
527,18
528,24
529,21
530,22
531,24
532,23
533,28
534,25
535,34
536,26
537,23
538,8
539,7
540,6
541,5
542,6
543,5
544,10
545,4
546,6
547,7
548,8
549,5
550,6
551,7
552,9
553,8
554,7
555,7
556,9
557,9
558,5
559,7
560,7
561,5
562,12
563,14
564,20
565,26
566,18
567,27
568,27
569,30
570,14
571,18
572,13
573,15
574,19
575,19
576,29
577,28
578,26
579,20
580,25
581,31
582,30
583,26
584,30
585,40
586,31
587,23
588,29
589,27
590,23
591,27
592,31
593,26
594,26
595,26
596,25
597,26
598,17
599,16
600,25
601,17
602,14
603,14
604,15
